"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"806","RT @TabloidArtHist: Harry Styles shooting for Dunkirk (dir. Christopher Nolan) c.2017 // Egon Schiele, 'Self Portrait with Physalis' c.1912‚Ä¶",FALSE,0,NA,2017-08-04 08:54:44,FALSE,NA,"893394762836967425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","onthefloorhs",517,TRUE,FALSE,NA,NA
"807","RT @KhairilAnuar: 9/10  Dunkirk
8.5/10  Spiderman: Homecoming
8.5/10  Baby Driver
6.5/10  Atomic Blonde
6/10 Valerian
3/10  Dark Tower

#Kh‚Ä¶",FALSE,0,NA,2017-08-04 08:54:42,FALSE,NA,"893394755471630336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aus_Firdaus93",85,TRUE,FALSE,NA,NA
"808","RT @RegalMovies: FOLLOW &amp; RT for a chance to win a #Dunkirk @IMAX 70MM film strip collectible! Get #IMAX tickets and showtimes:  https://t.‚Ä¶",FALSE,0,NA,2017-08-04 08:54:38,FALSE,NA,"893394735649435648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katherineann87",2497,TRUE,FALSE,NA,NA
"809","RT @PatrickFrench: Wise writing on Dunkirk and other matters. ""History is written, ultimately, by those who bother to write it."" https://t.‚Ä¶",FALSE,0,NA,2017-08-04 08:54:28,FALSE,NA,"893394694071136256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HiteshGngr18",22,TRUE,FALSE,NA,NA
"810","Opinion | Dunkirk, the War and the Amnesia of the Empire https://t.co/nKHmBatvPA #Dunkirk the story of an #Indian #soldiers",FALSE,0,NA,2017-08-04 08:54:26,FALSE,NA,"893394686571933696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JimitTrivedi06",0,FALSE,FALSE,NA,NA
"811","@sidin must be inherent qualities of ANY storyteller. So why should the Indians only bother with a suitably postcol‚Ä¶ https://t.co/w1uosYxTf3",FALSE,0,"angshukanta",2017-08-04 08:54:19,TRUE,"893394419411451904","893394657408954368","1653764822","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","angshukanta",0,FALSE,FALSE,NA,NA
"812","RT @thorkt: Saw ""Dunkirk"" today. An amazing film. Brilliantly filmed. Great acting. Highly recommended.",FALSE,0,NA,2017-08-04 08:54:14,FALSE,NA,"893394634642272257",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","agnesame1975",1,TRUE,FALSE,NA,NA
"813","RT @Channel4News: Dunkirk: accused of leaving out the Indian contribution to the evacuation.

That's the claim from some historians. https:‚Ä¶",FALSE,0,NA,2017-08-04 08:54:12,FALSE,NA,"893394629260967937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","butterflytongue",347,TRUE,FALSE,NA,NA
"814","Opinion: Is Dunkirk guilty of style over substance? https://t.co/A5IQjNycLT by @HamidDabashi https://t.co/L28wepDvGZ",FALSE,29,NA,2017-08-04 08:54:10,FALSE,NA,"893394620406747136",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","AJEnglish",9,FALSE,FALSE,NA,NA
"815","RT @Independent: When you watch Dunkirk, remember it‚Äôs a whitewashed version which ignores the bravery of black and Muslim soldiers https:/‚Ä¶",FALSE,0,NA,2017-08-04 08:54:10,FALSE,NA,"893394618238283780",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","patricklpc",141,TRUE,FALSE,NA,NA
"816","RT @goosefat101: #ff @sunnysingh_n6 who wrote this: Why the lack of Indian and African faces in Dunkirk matters https://t.co/Pdt4tfLW77",FALSE,0,NA,2017-08-04 08:54:09,FALSE,NA,"893394617198157824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rapclassroom",8,TRUE,FALSE,NA,NA
"817","RT @xmalumsbitchx: Dunkirk Cast: America's Next Top Model Edition part 2 https://t.co/ncMpVyYrgZ",FALSE,0,NA,2017-08-04 08:54:07,FALSE,NA,"893394608511733761",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tommobear127",449,TRUE,FALSE,NA,NA
"818","RT @DrShobha: The actual history of Dunkirk: Where the Indian soldiers were abandoned to die

https://t.co/xH2JsPk3Dd",FALSE,0,NA,2017-08-04 08:54:07,FALSE,NA,"893394607932940288",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","NlIngti",61,TRUE,FALSE,NA,NA
"819","RT @BrennenTaylor: Me watching Dunkirk and then I see Harry Styles https://t.co/E3QT2cEJAy",FALSE,0,NA,2017-08-04 08:54:05,FALSE,NA,"893394597078085633",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fostless",641,TRUE,FALSE,NA,NA
"820","So, after some consideration here's my #NolanTop5.
1. The Dark Knight
2. Dunkirk
3. Inception
4. Dark Knight Rises‚Ä¶ https://t.co/dwk6JPpeAs",FALSE,0,NA,2017-08-04 08:53:56,TRUE,NA,"893394559551643648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JMDBfilmgeek",0,FALSE,FALSE,NA,NA
"821","RT @sandybeales: We went to see Dunkirk on our 1st date night as parents, great movie and a massive congrats @Harry_Styles for such a brill‚Ä¶",FALSE,0,NA,2017-08-04 08:53:53,FALSE,NA,"893394549174919168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dutch1Dupdates_",14401,TRUE,FALSE,NA,NA
"822","@Navarion @lapetitepie @Independent shown up here to proove ME that this article is CORRECT and that majority of ev‚Ä¶ https://t.co/I1ZCc7svUF",FALSE,0,"ValentinLopatko",2017-08-04 08:53:50,TRUE,"893394244739661824","893394537342787584","430507170","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ValentinLopatko",0,FALSE,FALSE,NA,NA
"823","RT @ReassessHistory: Depressing: #Indians at #Dunkirk argument (now laden with #Internettle #factoids) continues to spin.
Desp @Dunkirk_194‚Ä¶",FALSE,0,NA,2017-08-04 08:53:48,FALSE,NA,"893394529449103362",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Pointluck1",1,TRUE,FALSE,NA,NA
"824","RT @KhairilAnuar: 9/10  Dunkirk
8.5/10  Spiderman: Homecoming
8.5/10  Baby Driver
6.5/10  Atomic Blonde
6/10 Valerian
3/10  Dark Tower

#Kh‚Ä¶",FALSE,0,NA,2017-08-04 08:53:48,FALSE,NA,"893394526068326401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aliah_syaz",85,TRUE,FALSE,NA,NA
"825","@ikjow @shawa8a_ You know what I'd consider a background story?? Mark's character talking about his son and the rea‚Ä¶ https://t.co/nNbPTiPBEH",FALSE,0,"ikjow",2017-08-04 08:53:47,TRUE,"893392918685372416","893394522369032192","46262645","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mrs3freettt",0,FALSE,FALSE,NA,NA
"826","RT @nytimesarts: A ticking watch. A boat engine. Slowness. @HansZimmer reveals the secrets of the score for ""Dunkirk."" https://t.co/C1kL94x‚Ä¶",FALSE,0,NA,2017-08-04 08:53:44,FALSE,NA,"893394512499941376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HermsenLuca",127,TRUE,FALSE,NA,NA
"827","RT @conalrs74: Odd that Quitlings are calling for #Dunkirk spirit in Brexit when it was actually a disaster a national humiliation. https:/‚Ä¶",FALSE,0,NA,2017-08-04 08:53:36,FALSE,NA,"893394477699796992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Iloveautumn2",3,TRUE,FALSE,NA,NA
"828","RT @Independent: When you watch Dunkirk, remember it‚Äôs a whitewashed version which ignores the bravery of black and Muslim soldiers https:/‚Ä¶",FALSE,0,NA,2017-08-04 08:53:35,FALSE,NA,"893394472402333696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","luke_neo",223,TRUE,FALSE,NA,NA
"829","RT @Cj_Roe: Just seen Dunkirk in IMAX. Nerves shredded.",FALSE,0,NA,2017-08-04 08:53:34,FALSE,NA,"893394466903654401",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ElishaSolomon13",1,TRUE,FALSE,NA,NA
"830","RT @smilexharryx: And my best friend won't be there to watch Dunkirk with me, so i'm going to see it alone next week...
#MTVHottest Harry S‚Ä¶",FALSE,0,NA,2017-08-04 08:53:31,FALSE,NA,"893394457868947457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xAbhiStyles",99,TRUE,FALSE,NA,NA
"831","RT @KhairilAnuar: 9/10  Dunkirk
8.5/10  Spiderman: Homecoming
8.5/10  Baby Driver
6.5/10  Atomic Blonde
6/10 Valerian
3/10  Dark Tower

#Kh‚Ä¶",FALSE,0,NA,2017-08-04 08:53:31,FALSE,NA,"893394455029469184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sayaosman",85,TRUE,FALSE,NA,NA
"832","Calgary veteran who survived Dunkirk https://t.co/jCSP5NCRrE via @YouTube
Quite moving. At 97, his voice should be heard everywhere.",FALSE,0,NA,2017-08-04 08:53:29,FALSE,NA,"893394447400026112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","weemac47",0,FALSE,FALSE,NA,NA
"833","RT @WarnerBrosUK: ‚òÖ‚òÖ‚òÖ‚òÖ‚òÖ - Empire, ‚òÖ‚òÖ‚òÖ‚òÖ‚òÖ - MTV, ‚òÖ‚òÖ‚òÖ‚òÖ‚òÖ- HeyUGuys ‚Äì Don‚Äôt miss the epic action thriller #Dunkirk in cinemas now. https://t.co/‚Ä¶",FALSE,0,NA,2017-08-04 08:53:23,FALSE,NA,"893394421303181313",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","namelesscamille",259,TRUE,FALSE,NA,NA
"834","RT @medicalaxioms: For men, time with man friends should be a top priority. For example my mandate today‚Äîlunch and Dunkirk. 

https://t.co/‚Ä¶",FALSE,0,NA,2017-08-04 08:53:22,FALSE,NA,"893394418379571200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","takkesahlah",12,TRUE,FALSE,NA,NA
"835","RT @LailaLalami: Two and a half million soldiers from South Asia fought for Britain. Why are they erased in films like ""Dunkirk""? https://t‚Ä¶",FALSE,0,NA,2017-08-04 08:53:06,FALSE,NA,"893394351962959872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SGOKIdehistorie",45,TRUE,FALSE,NA,NA
"836","RT @Independent: When you watch Dunkirk, remember it‚Äôs a whitewashed version which ignores the bravery of black and Muslim soldiers https:/‚Ä¶",FALSE,0,NA,2017-08-04 08:52:54,FALSE,NA,"893394302482690048",NA,"<a href=""http://fhfgdfsdfd.com"" rel=""nofollow"">AlgeriaInfo</a>","AlgeriaInfo",141,TRUE,FALSE,NA,NA
"837","RT @OrwellNGoode: You. Cannot. Please. These. People. 

https://t.co/po5aCy1hCq https://t.co/odMnqrO3O6",FALSE,0,NA,2017-08-04 08:52:51,FALSE,NA,"893394287525801984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BigMatteson",69,TRUE,FALSE,NA,NA
"838","RT @voxdotcom: In Dunkirk, composer Hans Zimmer crafted his soundtrack around one chilling effect ‚Äî and it's an auditory masterpiece. https‚Ä¶",FALSE,0,NA,2017-08-04 08:52:46,FALSE,NA,"893394269238697984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","knightbenax",3260,TRUE,FALSE,NA,NA
"839","RT @jackbutler: After a hellish tube journey, no pressure Nolan but this better be worth it #dunkirk #FirstWorldProblems",FALSE,0,NA,2017-08-04 08:52:45,FALSE,NA,"893394264159166464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alexfabit1979",1,TRUE,FALSE,NA,NA
"840","RT @carxlinv: if you watched Dunkirk you know Hans Zimmer nailed 'The Mole' with great intensity. This track is pure suspense. https://t.co‚Ä¶",FALSE,0,NA,2017-08-04 08:52:44,FALSE,NA,"893394257754587136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","louisfcare",98,TRUE,FALSE,NA,NA
"841","RT @myselfkiddo: @Naksm17 @dilrukshi_dill @NakuulMehta @JANK_EE By God I met him in #Dunkirk we spent 10 mins roughly together. He's so nic‚Ä¶",FALSE,0,NA,2017-08-04 08:52:42,FALSE,NA,"893394250125254656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shinjini_Ray",20,TRUE,FALSE,NA,NA
"842","RT @xmalumsbitchx: Dunkirk cast as the Kardashians https://t.co/DaMZDozYT9",FALSE,0,NA,2017-08-04 08:52:34,FALSE,NA,"893394218433093632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tommobear127",3381,TRUE,FALSE,NA,NA
"843","@ItLeakingbyMe @ComplexPop Ok but who's talking about Dunkirk or Logan?Ì†æÌ¥î",FALSE,0,"ItLeakingbyMe",2017-08-04 08:52:24,FALSE,"891704060281315330","893394174703149061","836322118820327425","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","legendarythot",0,FALSE,FALSE,NA,NA
"844","said #dunkirk Ì†ºÌæ•",FALSE,0,NA,2017-08-04 08:52:23,FALSE,NA,"893394171771273216",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","aaage_",0,FALSE,FALSE,NA,NA
"845","i'm seeing dunkirk tomorrow for the third time wow i love me",FALSE,1,NA,2017-08-04 08:52:21,FALSE,NA,"893394162988363777",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","popxharry",0,FALSE,FALSE,NA,NA
"846","RT @virsanghvi: Dunkirk seeks Oscar for Best Special Effects. All Indian soldiers erased from war scenes. 
https://t.co/kgXgIe8tiR",FALSE,0,NA,2017-08-04 08:52:13,FALSE,NA,"893394130637737984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","natashasamani",96,TRUE,FALSE,NA,NA
"847","RT @dunkirkmovie: ‚ÄúA breathtaking experience from start to finish.‚Äù Get Tickets: https://t.co/VpzSfqhDsF #Dunkirk https://t.co/JCH6VoGb0R",FALSE,0,NA,2017-08-04 08:52:13,FALSE,NA,"893394129547407360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marryidkx",1496,TRUE,FALSE,NA,NA
"848","Guys, I'm watching Dunkirk tomorrow for the first time!!!!! https://t.co/Ljg5Hpsssx",FALSE,0,NA,2017-08-04 08:52:10,FALSE,NA,"893394115823636480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Malikah_Meyer",0,FALSE,FALSE,NA,NA
"849","RT @KhairilAnuar: 9/10  Dunkirk
8.5/10  Spiderman: Homecoming
8.5/10  Baby Driver
6.5/10  Atomic Blonde
6/10 Valerian
3/10  Dark Tower

#Kh‚Ä¶",FALSE,0,NA,2017-08-04 08:52:03,FALSE,NA,"893394089139249153",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AmirHafizzzzzzz",85,TRUE,FALSE,NA,NA
"850","RT @RottenTomatoes: Early #BoxOffice:
1) #Dunkirk $28M
2) #EmojiMovie $25.6M
3) #GirlsTrip $20.1M
4) #AtomicBlonde $18.5M https://t.co/c2h2‚Ä¶",FALSE,0,NA,2017-08-04 08:52:02,FALSE,NA,"893394084290756608",NA,"<a href=""http://www.google.com"" rel=""nofollow"">klaraivar1ApplicationABC1</a>","klaraivar1",92,TRUE,FALSE,NA,NA
"851","Apparently, being in Dunkirk was like being slapped around the face with a violin and ticking clock for two hours.",FALSE,0,NA,2017-08-04 08:51:52,FALSE,NA,"893394042586791936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","s_conner",0,FALSE,FALSE,NA,NA
"852","@CrueltyIt Go watch Dunkirk",FALSE,0,"CrueltyIt",2017-08-04 08:51:51,FALSE,"893336337843093508","893394035766964225","2165723132","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dman0421a",0,FALSE,FALSE,NA,NA
"853","RT @carxlinv: if you watched Dunkirk you know Hans Zimmer nailed 'The Mole' with great intensity. This track is pure suspense. https://t.co‚Ä¶",FALSE,0,NA,2017-08-04 08:51:47,FALSE,NA,"893394020432531456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","slodkiewino",98,TRUE,FALSE,NA,NA
"854","Depressing: #Indians at #Dunkirk argument (now laden with #Internettle #factoids) continues to spin.
Desp‚Ä¶ https://t.co/vYiAaauUSu",FALSE,2,NA,2017-08-04 08:51:45,TRUE,NA,"893394011653853184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ReassessHistory",1,FALSE,FALSE,NA,NA
"855","#JabHarryMetSejal isn't a movie you should watch in theatres, especially not with #Dunkirk still playing https://t.co/oPwFezMYyu",FALSE,6,NA,2017-08-04 08:51:44,FALSE,NA,"893394007140712450",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CatchNews",24,FALSE,FALSE,NA,NA
"856","RT @timothypadams: #Dunkirk - Exceptional filmmaking, exhausting viewing, thoroughly recommend",FALSE,0,NA,2017-08-04 08:51:44,FALSE,NA,"893394006566199296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lalocomree1979",1,TRUE,FALSE,NA,NA
"857","RT @DrShobha: The actual history of Dunkirk: Where the Indian soldiers were abandoned to die

https://t.co/xH2JsPk3Dd",FALSE,0,NA,2017-08-04 08:51:40,FALSE,NA,"893393990002905088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GvRsubbu",61,TRUE,FALSE,NA,NA
"858","Opinion | Dunkirk, the War and the Amnesia of the Empire https://t.co/TJ0oaJ0tJv",FALSE,0,NA,2017-08-04 08:51:28,FALSE,NA,"893393942129123329",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Prongs13",0,FALSE,FALSE,NA,NA
"859","RT @emilymonroe13: Dunkirk is wonderful. Simple as. Immensely enjoyed seeing it on film not digital Ì†ΩÌ≤ú see it on IMAX if you can people!",FALSE,0,NA,2017-08-04 08:51:28,FALSE,NA,"893393941378236416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tadethodiss1974",1,TRUE,FALSE,NA,NA
"860","RT @Independent: When you watch Dunkirk, remember it‚Äôs a whitewashed version which ignores the bravery of black and Muslim soldiers https:/‚Ä¶",FALSE,0,NA,2017-08-04 08:51:27,FALSE,NA,"893393938270359553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Iman_Sharif",141,TRUE,FALSE,NA,NA
"861","@My_Joy_89 LI, I'M WATCHING DUNKIRK TOMORROW YFRDUKNR",FALSE,0,"My_Joy_89",2017-08-04 08:51:18,FALSE,"893379185565192192","893393898546102272","1596596155","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Malikah_Meyer",0,FALSE,FALSE,NA,NA
"862","RT @KhairilAnuar: 9/10  Dunkirk
8.5/10  Spiderman: Homecoming
8.5/10  Baby Driver
6.5/10  Atomic Blonde
6/10 Valerian
3/10  Dark Tower

#Kh‚Ä¶",FALSE,0,NA,2017-08-04 08:51:03,FALSE,NA,"893393834381529088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","irwanfaizal_",85,TRUE,FALSE,NA,NA
"863","RT @BDCRobinson: @dunkirkmovie is a must see. My utmost respect for all the heroes, particularly @Dunkirk_Ships. I will never forget what y‚Ä¶",FALSE,0,NA,2017-08-04 08:50:55,FALSE,NA,"893393803259895808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dunkirk_Ships",1,TRUE,FALSE,NA,NA
"864","RT @KhairilAnuar: 9/10  Dunkirk
8.5/10  Spiderman: Homecoming
8.5/10  Baby Driver
6.5/10  Atomic Blonde
6/10 Valerian
3/10  Dark Tower

#Kh‚Ä¶",FALSE,0,NA,2017-08-04 08:50:44,FALSE,NA,"893393755243331584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AmmarZan",85,TRUE,FALSE,NA,NA
"865","RT @voxdotcom: In Dunkirk, composer Hans Zimmer crafted his soundtrack around one chilling effect ‚Äî and it's an auditory masterpiece. https‚Ä¶",FALSE,0,NA,2017-08-04 08:50:42,FALSE,NA,"893393749329432576",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","asrafalikasturi",3260,TRUE,FALSE,NA,NA
